class,x,y,name,prediction,dist
0,0.00090003,0.602762,item-1,,0.7217441093884734
0,0.886862,0.98643,item-884,,0.6906340549871546
0,0.300828,0.230991,item-301,,0.3819537340896146
1,0.424824,0.111023,item-415,,0.3289430516442018
1,0.418178,0.810591,item-407,,0.5415349295151698
1,0.999938,0.711216,item-1000,,0.5038269814529587
0,0.0248984,0.437679,item-29,0.0,0.6533703220137566
1,0.0670819,0.169476,item-67,1.0,0.6236548341578135
0,0.100439,0.515192,item-104,0.0,0.598144205406188
0,0.213601,0.121795,item-213,0.0,0.5015509687938006
0,0.41177,0.00376618,item-401,0.0,0.41645135784688275
1,0.447704,0.056232,item-438,1.0,0.35302659950207715
0,0.476845,0.897766,item-468,0.0,0.5987061998551543
1,0.672285,0.290787,item-670,1.0,0.04020867968486407
1,0.698285,0.304603,item-688,1.0,0.03899903365469464
0,0.72069,0.320241,item-713,0.0,0.05230321295102251
1,0.804727,0.906934,item-808,1.0,0.5916993682141295
1,0.840027,0.449015,item-843,1.0,0.20745250188416622
0,0.882739,0.788989,item-881,0.0,0.5052970010855002
1,0.897224,0.998202,item-889,1.0,0.7050958346324279
0,0.953731,0.52881,item-955,0.0,0.3463603856577712
