class,x,y,name,prediction
0,0.339882,0.973401,item-334,
1,0.340229,0.663869,item-335,
1,0.340278,0.203579,item-336,
0,0.342725,0.771705,item-337,
1,0.34311,0.179089,item-338,
1,0.343603,0.00238574,item-339,
0,0.34624,0.983102,item-340,
0,0.346834,0.879594,item-341,
1,0.348071,0.22254,item-342,
0,0.348562,0.936774,item-343,
1,0.35026,0.0664439,item-344,
1,0.351593,0.622473,item-345,
0,0.352805,0.866947,item-346,
1,0.353685,0.127858,item-347,
1,0.353915,0.573222,item-348,
1,0.354941,0.188545,item-349,
1,0.357784,0.207142,item-350,
1,0.357873,0.0624208,item-351,
1,0.360811,0.68361,item-352,
0,0.360941,0.356549,item-353,
0,0.362722,0.276413,item-354,
1,0.363281,0.624687,item-355,
0,0.363804,0.319328,item-356,
0,0.366879,0.790093,item-357,
0,0.366994,0.35555,item-358,
0,0.367051,0.370576,item-359,
1,0.369283,0.566271,item-360,
1,0.370072,0.209045,item-361,
0,0.374951,0.971854,item-362,
1,0.378793,0.194376,item-363,
1,0.37907,0.700181,item-364,
0,0.379147,0.476722,item-365,
1,0.38023,0.548713,item-366,
1,0.381114,0.104923,item-367,
0,0.381323,0.984499,item-368,
0,0.382146,0.842374,item-369,
0,0.382313,0.984184,item-370,
1,0.384483,0.0646309,item-371,
1,0.385222,0.0637387,item-372,
0,0.38634,0.404713,item-373,
1,0.386467,0.546857,item-374,
1,0.389359,0.598515,item-375,
1,0.390211,0.717218,item-376,
1,0.391767,0.530522,item-377,
0,0.392353,0.42836,item-378,
1,0.392602,0.541033,item-379,
1,0.394281,0.0415062,item-380,
0,0.394475,0.950461,item-381,
1,0.394935,0.064695,item-382,
1,0.39699,0.00701737,item-383,
1,0.397681,0.289357,item-384,
0,0.398768,0.917085,item-385,
1,0.399957,0.733997,item-386,
1,0.399984,0.690441,item-387,
1,0.400395,0.560692,item-388,
1,0.401171,0.778945,item-389,
1,0.403019,0.704828,item-390,
1,0.405115,0.606892,item-391,
1,0.405619,0.175066,item-392,
1,0.406203,0.23067,item-393,
1,0.406307,0.680305,item-394,
1,0.406396,0.66538,item-395,
1,0.406545,0.133577,item-396,
1,0.409499,0.6004,item-397,
1,0.410629,0.13875,item-398,
1,0.411126,0.750119,item-399,
1,0.411761,0.242802,item-400,
0,0.41177,0.00376618,item-401,
0,0.414821,0.87339,item-402,
1,0.415968,0.216877,item-403,
1,0.417035,0.169589,item-404,
0,0.417526,0.850142,item-405,
0,0.418045,0.851148,item-406,
1,0.418178,0.810591,item-407,
0,0.41858,0.48138,item-408,
1,0.420129,0.679426,item-409,
0,0.421586,0.963784,item-410,
1,0.4221,0.566037,item-411,
1,0.422669,0.802203,item-412,
1,0.423772,0.0330933,item-413,
1,0.424288,0.129171,item-414,
1,0.424824,0.111023,item-415,
0,0.425359,0.90297,item-416,
1,0.425415,0.222749,item-417,
0,0.42561,0.882675,item-418,
0,0.427204,0.382895,item-419,
1,0.427386,0.549037,item-420,
0,0.427638,0.414745,item-421,
1,0.429773,0.604145,item-422,
1,0.430351,0.670986,item-423,
1,0.431549,0.219793,item-424,
0,0.43271,0.406552,item-425,
1,0.432845,0.294327,item-426,
1,0.433626,0.562335,item-427,
1,0.434507,0.702317,item-428,
0,0.435806,0.365706,item-429,
1,0.4403,0.68416,item-430,
1,0.44084,0.739513,item-431,
1,0.443622,0.297404,item-432,
0,0.444348,0.00219691,item-433,
1,0.44522,0.772706,item-434,
1,0.445904,0.631628,item-435,
1,0.446273,0.297671,item-436,
0,0.447323,0.00496066,item-437,
1,0.447704,0.056232,item-438,
1,0.448141,0.33145,item-439,
1,0.448773,0.683571,item-440,
1,0.449781,0.74199,item-441,
1,0.450909,0.575179,item-442,
1,0.454079,0.578379,item-443,
1,0.454718,0.787231,item-444,
1,0.458033,0.0995305,item-445,
1,0.459649,0.0999234,item-446,
0,0.460426,0.411272,item-447,
0,0.460966,0.47864,item-448,
1,0.46382,0.66615,item-449,
0,0.46393,0.526491,item-450,
1,0.463966,0.667432,item-451,
1,0.46483,0.17124,item-452,
1,0.466454,0.141178,item-453,
1,0.467444,0.344654,item-454,
1,0.467708,0.590505,item-455,
1,0.467942,0.210608,item-456,
1,0.468433,0.616424,item-457,
0,0.469663,0.437502,item-458,
1,0.470607,0.151968,item-459,
0,0.471791,0.042858,item-460,
0,0.472491,0.0457851,item-461,
1,0.472578,0.72601,item-462,
1,0.473251,0.214593,item-463,
1,0.474401,0.859462,item-464,
1,0.474902,0.740477,item-465,
1,0.475221,0.610785,item-466,
0,0.47536,0.465347,item-467,
0,0.476845,0.897766,item-468,
1,0.478262,0.29802,item-469,
1,0.479675,0.300688,item-470,
1,0.480962,0.699643,item-471,
1,0.481156,0.691524,item-472,
1,0.481506,0.37409,item-473,
1,0.483308,0.70618,item-474,
1,0.483632,0.23912,item-475,
1,0.484834,0.268048,item-476,
1,0.484905,0.660997,item-477,
1,0.484991,0.799075,item-478,
1,0.485212,0.876345,item-479,
1,0.48573,0.881592,item-480,
1,0.485767,0.279501,item-481,
0,0.485997,0.0115368,item-482,
1,0.487568,0.235879,item-483,
1,0.489283,0.857356,item-484,
0,0.49073,0.538809,item-485,
0,0.492092,0.0286998,item-486,
0,0.492633,0.437736,item-487,
1,0.492787,0.748654,item-488,
1,0.493826,0.14198,item-489,
1,0.494367,0.196743,item-490,
0,0.496426,0.961241,item-491,
1,0.497407,0.825462,item-492,
1,0.498142,0.261067,item-493,
1,0.499048,0.874262,item-494,
0,0.501602,0.922264,item-495,
1,0.501719,0.76439,item-496,
0,0.502277,0.973377,item-497,
0,0.503647,0.508634,item-498,
0,0.506008,0.92385,item-499,
1,0.506707,0.722296,item-500,
