class,x,y,name,prediction
1,0.168695,0.0348476,item-168,
1,0.168994,0.499107,item-169,
0,0.171119,0.151981,item-170,
0,0.173794,0.246008,item-171,
0,0.174564,0.15321,item-172,
0,0.176279,0.710387,item-173,
1,0.176521,0.354046,item-174,
0,0.176713,0.20937,item-175,
1,0.178429,0.0498406,item-176,
1,0.178777,0.549138,item-177,
0,0.179884,0.12628,item-178,
1,0.180106,0.518892,item-179,
0,0.18199,0.252736,item-180,
0,0.182337,0.632104,item-181,
0,0.18261,0.686284,item-182,
0,0.186056,0.136542,item-183,
0,0.186665,0.843127,item-184,
1,0.189627,0.0716101,item-185,
0,0.194282,0.749371,item-186,
0,0.19645,0.624517,item-187,
0,0.197642,0.213623,item-188,
1,0.198203,0.473346,item-189,
0,0.201006,0.182016,item-190,
0,0.201781,0.168123,item-191,
1,0.202181,0.344154,item-192,
0,0.202606,0.715441,item-193,
1,0.204234,0.489816,item-194,
1,0.204442,0.353628,item-195,
0,0.204533,0.24741,item-196,
0,0.204635,0.968351,item-197,
1,0.20476,0.318968,item-198,
1,0.205774,0.407013,item-199,
1,0.206401,0.413436,item-200,
0,0.206467,0.155183,item-201,
0,0.207264,0.85031,item-202,
1,0.208293,0.528663,item-203,
0,0.208715,0.904161,item-204,
0,0.209384,0.934617,item-205,
1,0.210684,0.508477,item-206,
0,0.210814,0.669881,item-207,
0,0.210856,0.934957,item-208,
0,0.211547,0.719573,item-209,
0,0.213182,0.227894,item-210,
1,0.213201,0.0868551,item-211,
0,0.213507,0.161138,item-212,
0,0.213601,0.121795,item-213,
1,0.214091,0.54818,item-214,
1,0.215984,0.0309597,item-215,
1,0.217072,0.607228,item-216,
0,0.217313,0.880437,item-217,
1,0.217797,0.0912132,item-218,
0,0.217987,0.843992,item-219,
0,0.218765,0.297323,item-220,
1,0.219888,0.0867541,item-221,
0,0.222245,0.756012,item-222,
0,0.223397,0.829337,item-223,
1,0.225,0.566288,item-224,
1,0.226925,0.0940439,item-225,
1,0.228013,0.432283,item-226,
0,0.229384,0.86725,item-227,
0,0.229976,0.319706,item-228,
0,0.230793,0.654216,item-229,
0,0.232118,0.16755,item-230,
1,0.233336,0.559819,item-231,
0,0.233914,0.145966,item-232,
1,0.234693,0.392601,item-233,
0,0.236143,0.196242,item-234,
