class,x,y,name,prediction
0,0.00090003,0.602762,item-1,
0,0.00183046,0.519435,item-2,
0,0.00241566,0.73422,item-3,
1,0.00255716,0.357847,item-4,
0,0.00354946,0.90909,item-5,
0,0.00574744,0.804348,item-6,
0,0.00593913,0.689691,item-7,
0,0.00629783,0.0751743,item-8,
0,0.00635004,0.480862,item-9,
1,0.00736451,0.40563,item-10,
0,0.00942659,0.801707,item-11,
0,0.0102581,0.69826,item-12,
1,0.0103316,0.295608,item-13,
0,0.011506,0.0259697,item-14,
0,0.0116241,0.543177,item-15,
1,0.0120126,0.352302,item-16,
1,0.013842,0.132582,item-17,
0,0.0152121,0.0261629,item-18,
0,0.0175378,0.527014,item-19,
1,0.017891,0.372972,item-20,
0,0.0189327,0.0869353,item-21,
0,0.019501,0.963281,item-22,
1,0.0200887,0.229847,item-23,
1,0.0206536,0.364899,item-24,
1,0.0219018,0.289501,item-25,
0,0.0229808,0.48474,item-26,
0,0.0234493,0.73275,item-27,
1,0.0239344,0.374872,item-28,
0,0.0248984,0.437679,item-29,
0,0.025564,0.641973,item-30,
1,0.026436,0.153355,item-31,
1,0.0288874,0.208085,item-32,
0,0.0316627,0.576524,item-33,
0,0.0318195,0.54579,item-34,
0,0.0323533,0.0018208,item-35,
0,0.0328127,0.571657,item-36,
0,0.0328591,0.569243,item-37,
0,0.0337098,0.100309,item-38,
0,0.0360746,0.475829,item-39,
0,0.0368234,0.784376,item-40,
1,0.0383854,0.428619,item-41,
1,0.0426732,0.295536,item-42,
0,0.0441679,0.915799,item-43,
0,0.0442348,0.981219,item-44,
0,0.0451503,0.811084,item-45,
0,0.0454974,0.749293,item-46,
1,0.0455616,0.336639,item-47,
1,0.0481215,0.254314,item-48,
0,0.0492836,0.920627,item-49,
0,0.0497026,0.663495,item-50,
0,0.0514817,0.057933,item-51,
0,0.0525221,0.990002,item-52,
1,0.0528662,0.325683,item-53,
0,0.0544531,0.508893,item-54,
0,0.0550319,0.942577,item-55,
1,0.0550632,0.290714,item-56,
0,0.0570686,0.942098,item-57,
0,0.0570987,0.610827,item-58,
0,0.0571784,0.584411,item-59,
0,0.057488,0.459958,item-60,
0,0.0627216,0.468079,item-61,
0,0.0627929,0.820085,item-62,
0,0.063473,0.476637,item-63,
0,0.0639467,0.726174,item-64,
0,0.0643229,0.530519,item-65,
0,0.0662669,0.655057,item-66,
1,0.0670819,0.169476,item-67,
1,0.067801,0.375448,item-68,
0,0.0687299,0.850158,item-69,
0,0.0692773,0.827014,item-70,
0,0.0694482,0.529559,item-71,
1,0.0694753,0.287431,item-72,
0,0.0698991,0.783319,item-73,
0,0.0704581,0.649504,item-74,
1,0.0720587,0.43996,item-75,
0,0.0742987,0.734311,item-76,
0,0.0749379,0.567807,item-77,
0,0.0753305,0.884346,item-78,
