class,x,y,name,prediction,dist
0,0.00090003,0.602762,item-1,0.0,0.7217441093884734
0,0.00183046,0.519435,item-2,0.0,0.6937632520129122
0,0.00241566,0.73422,item-3,0.0,0.7795183165996521
1,0.00255716,0.357847,item-4,1.0,0.6674710918934135
0,0.00354946,0.90909,item-5,0.0,0.8819154156884953
0,0.00574744,0.804348,item-6,0.0,0.8152920480298048
0,0.00593913,0.689691,item-7,0.0,0.7543369348986677
0,0.00629783,0.0751743,item-8,0.0,0.7107816168282344
0,0.00635004,0.480862,item-9,0.0,0.67987929090485
1,0.00736451,0.40563,item-10,1.0,0.6663235631897314
0,0.00942659,0.801707,item-11,0.0,0.8107631583741999
0,0.0102581,0.69826,item-12,0.0,0.7546745167784651
1,0.0103316,0.295608,item-13,1.0,0.6600964100233844
0,0.011506,0.0259697,item-14,0.0,0.7252008801876139
0,0.0116241,0.543177,item-15,0.0,0.691261182093288
1,0.0120126,0.352302,item-16,1.0,0.6578197116489897
1,0.013842,0.132582,item-17,1.0,0.6849785894610138
0,0.0152121,0.0261629,item-18,0.0,0.7217584085423737
0,0.0175378,0.527014,item-19,0.0,0.6808049156332817
1,0.017891,0.372972,item-20,1.0,0.6529499667853579
0,0.0189327,0.0869353,item-21,0.0,0.6947911865610991
0,0.019501,0.963281,item-22,0.0,0.9068550926018997
1,0.0200887,0.229847,item-23,1.0,0.6572104383400267
1,0.0206536,0.364899,item-24,1.0,0.6497206753406881
1,0.0219018,0.289501,item-25,1.0,0.6489040124439361
0,0.0229808,0.48474,item-26,0.0,0.66455530136644
0,0.0234493,0.73275,item-27,0.0,0.7608192055331476
1,0.0239344,0.374872,item-28,1.0,0.6470455924710097
0,0.0248984,0.437679,item-29,1.0,0.6533703220137566
0,0.025564,0.641973,item-30,0.0,0.7151228020591988
1,0.026436,0.153355,item-31,1.0,0.6671073730315082
1,0.0288874,0.208085,item-32,1.0,0.6522630120592152
0,0.0316627,0.576524,item-33,0.0,0.6834823645198828
0,0.0318195,0.54579,item-34,0.0,0.6729001309438496
0,0.0323533,0.0018208,item-35,0.0,0.7170964596498367
0,0.0328127,0.571657,item-36,0.0,0.6806726381489783
0,0.0328591,0.569243,item-37,0.0,0.6797790834712479
0,0.0337098,0.100309,item-38,0.0,0.6762988394982207
0,0.0360746,0.475829,item-39,0.0,0.6497787798700109
0,0.0368234,0.784376,item-40,0.0,0.7783968982956959
1,0.0383854,0.428619,item-41,1.0,0.6386194772812367
1,0.0426732,0.295536,item-42,1.0,0.6278074944126105
0,0.0441679,0.915799,item-43,0.0,0.8562297616412372
0,0.0442348,0.981219,item-44,0.0,0.9021385509674442
0,0.0451503,0.811084,item-45,0.0,0.7876364412288769
0,0.0454974,0.749293,item-46,0.0,0.7512746854543682
1,0.0455616,0.336639,item-47,1.0,0.623948812245652
1,0.0481215,0.254314,item-48,1.0,0.6260642662396968
0,0.0492836,0.920627,item-49,0.0,0.8558205592302395
0,0.0497026,0.663495,item-50,0.0,0.7033844952762037
0,0.0514817,0.057933,item-51,0.0,0.6756010168955416
0,0.0525221,0.990002,item-52,0.0,0.9028067727191738
1,0.0528662,0.325683,item-53,1.0,0.6166398523464406
0,0.0544531,0.508893,item-54,0.0,0.6402696525525866
0,0.0550319,0.942577,item-55,0.0,0.8670078328570106
1,0.0550632,0.290714,item-56,1.0,0.6157334434060245
0,0.0570686,0.942098,item-57,0.0,0.8652271737278944
0,0.0570987,0.610827,item-58,0.0,0.673332013717668
0,0.0571784,0.584411,item-59,0.0,0.6627118445903619
0,0.057488,0.459958,item-60,0.0,0.6254563035224763
0,0.0627216,0.468079,item-61,0.0,0.6220765522142431
0,0.0627929,0.820085,item-62,0.0,0.7793446040027543
0,0.063473,0.476637,item-63,0.0,0.6232890086003442
0,0.0639467,0.726174,item-64,0.0,0.7231310654834917
