class,x,y,name,prediction
1,0.594193,0.73165,item-601,
1,0.59576,0.841411,item-602,
1,0.59722,0.426403,item-603,
1,0.59766,0.209873,item-604,
0,0.598264,0.682557,item-605,
0,0.59856,0.528844,item-606,
1,0.600041,0.4859,item-607,
1,0.604889,0.40099,item-608,
1,0.605845,0.279142,item-609,
0,0.607315,0.175627,item-610,
0,0.607831,0.170851,item-611,
1,0.609106,0.875199,item-612,
1,0.609891,0.298064,item-613,
1,0.610108,0.386477,item-614,
0,0.610197,0.19772,item-615,
1,0.610587,0.47132,item-616,
0,0.61488,0.0347956,item-617,
1,0.616189,0.728199,item-618,
0,0.617797,0.574032,item-619,
1,0.618307,0.948312,item-620,
1,0.619791,0.268281,item-621,
1,0.62119,0.504357,item-622,
0,0.621855,0.533469,item-623,
1,0.623182,0.832265,item-624,
1,0.623425,0.43709,item-625,
0,0.624978,0.71992,item-626,
1,0.62663,0.804877,item-627,
1,0.627191,0.763796,item-628,
1,0.627665,0.960689,item-629,
1,0.62915,0.990451,item-630,
0,0.629915,0.17215,item-631,
0,0.630197,0.0142965,item-632,
1,0.630715,0.374328,item-633,
0,0.63534,0.126714,item-634,
0,0.635343,0.201602,item-635,
1,0.636086,0.463278,item-636,
0,0.637647,0.729568,item-637,
0,0.637769,0.0941077,item-638,
1,0.639528,0.822244,item-639,
1,0.640679,0.289978,item-640,
1,0.64189,0.311098,item-641,
0,0.642434,0.642017,item-642,
0,0.64284,0.217204,item-643,
1,0.643577,0.421498,item-644,
1,0.644981,0.482888,item-645,
1,0.645676,0.849868,item-646,
0,0.646779,0.736867,item-647,
1,0.64699,0.411355,item-648,
1,0.647267,0.828973,item-649,
0,0.647328,0.187024,item-650,
0,0.648145,0.657668,item-651,
0,0.65052,0.624148,item-652,
0,0.650724,0.687454,item-653,
0,0.651184,0.674165,item-654,
0,0.651948,0.226109,item-655,
0,0.652327,0.71519,item-656,
0,0.652486,0.0892026,item-657,
0,0.655681,0.671201,item-658,
1,0.657389,0.782131,item-659,
1,0.659119,0.527784,item-660,
1,0.65973,0.556129,item-661,
1,0.660446,0.982899,item-662,
0,0.661155,0.652291,item-663,
0,0.662323,0.631982,item-664,
0,0.664027,0.0927769,item-665,
1,0.66881,0.339783,item-666,
1,0.669484,0.330898,item-667,
1,0.670565,0.910904,item-668,
1,0.671371,0.950062,item-669,
1,0.672285,0.290787,item-670,
1,0.673684,0.337749,item-671,
1,0.67454,0.953979,item-672,
0,0.677006,0.104648,item-673,
1,0.677362,0.921785,item-674,
0,0.678328,0.265179,item-675,
0,0.679383,0.0753919,item-676,
0,0.681961,0.635327,item-677,
1,0.684453,0.423136,item-678,
1,0.686216,0.950891,item-679,
1,0.687331,0.992002,item-680,
0,0.687546,0.277812,item-681,
1,0.687688,0.451995,item-682,
1,0.689246,0.483547,item-683,
1,0.689476,0.842278,item-684,
1,0.689502,0.485739,item-685,
0,0.68974,0.0174074,item-686,
1,0.693127,0.479629,item-687,
1,0.698285,0.304603,item-688,
1,0.698296,0.428999,item-689,
1,0.698458,0.566406,item-690,
1,0.699426,0.344776,item-691,
0,0.699658,0.177274,item-692,
0,0.70348,0.115474,item-693,
0,0.704152,0.0701993,item-694,
0,0.704771,0.0119532,item-695,
1,0.706111,0.470417,item-696,
0,0.707824,0.189193,item-697,
1,0.707851,0.503283,item-698,
0,0.708184,0.142518,item-699,
0,0.70933,0.256131,item-700,
1,0.711088,0.829092,item-701,
1,0.71158,0.813823,item-702,
0,0.713894,0.129154,item-703,
1,0.71436,0.922462,item-704,
1,0.715007,0.380013,item-705,
0,0.716196,0.144724,item-706,
1,0.718023,0.434825,item-707,
1,0.719472,0.600323,item-708,
1,0.719822,0.525372,item-709,
1,0.720335,0.599246,item-710,
1,0.72038,0.827324,item-711,
0,0.720387,0.251311,item-712,
0,0.72069,0.320241,item-713,
0,0.721118,0.640884,item-714,
0,0.721601,0.122898,item-715,
0,0.722094,0.000484705,item-716,
1,0.723326,0.540054,item-717,
1,0.72343,0.950373,item-718,
1,0.725126,0.400644,item-719,
0,0.725553,0.0360086,item-720,
0,0.726775,0.0148818,item-721,
1,0.727522,0.340442,item-722,
1,0.729671,0.356139,item-723,
0,0.730652,0.26099,item-724,
1,0.731312,0.951644,item-725,
1,0.731721,0.399081,item-726,
1,0.732091,0.949074,item-727,
1,0.733953,0.892897,item-728,
0,0.735285,0.0171025,item-729,
1,0.735353,0.345823,item-730,
0,0.736425,0.701391,item-731,
0,0.737015,0.689344,item-732,
0,0.738185,0.170848,item-733,
0,0.73939,0.740104,item-734,
0,0.742602,0.799513,item-735,
1,0.745023,0.544558,item-736,
1,0.747045,0.608989,item-737,
0,0.749578,0.157369,item-738,
0,0.750238,0.270617,item-739,
1,0.75068,0.426635,item-740,
0,0.750892,0.239189,item-741,
0,0.75101,0.814295,item-742,
1,0.751332,0.880799,item-743,
0,0.752077,0.84836,item-744,
1,0.753516,0.907462,item-745,
1,0.753632,0.387383,item-746,
0,0.754565,0.659067,item-747,
0,0.755009,0.669674,item-748,
1,0.755937,0.87294,item-749,
0,0.757322,0.195681,item-750,
0,0.757467,0.813037,item-751,
0,0.759106,0.674566,item-752,
1,0.759627,0.440483,item-753,
0,0.759744,0.291327,item-754,
0,0.760003,0.16092,item-755,
0,0.761208,0.665642,item-756,
0,0.761289,0.725944,item-757,
1,0.761468,0.543922,item-758,
1,0.761991,0.533592,item-759,
1,0.76369,0.42022,item-760,
1,0.764417,0.91004,item-761,
0,0.764738,0.735204,item-762,
1,0.764944,0.63249,item-763,
0,0.767375,0.0250311,item-764,
0,0.768105,0.766053,item-765,
1,0.768363,0.868924,item-766,
1,0.769875,0.976578,item-767,
1,0.770783,0.960829,item-768,
0,0.771407,0.821858,item-769,
0,0.771901,0.834857,item-770,
0,0.772059,0.0878912,item-771,
0,0.772864,0.281633,item-772,
0,0.773214,0.0618805,item-773,
1,0.776024,0.999002,item-774,
1,0.777037,0.381795,item-775,
0,0.777709,0.276408,item-776,
1,0.777818,0.624105,item-777,
1,0.778111,0.895854,item-778,
0,0.779041,0.699245,item-779,
1,0.779359,0.595263,item-780,
0,0.779632,0.344935,item-781,
0,0.779938,0.120498,item-782,
1,0.783211,0.964858,item-783,
1,0.783538,0.991888,item-784,
1,0.784684,0.477248,item-785,
1,0.785001,0.938462,item-786,
0,0.785266,0.0077976,item-787,
0,0.786546,0.159106,item-788,
1,0.790209,0.545662,item-789,
0,0.79042,0.743011,item-790,
1,0.790492,0.933808,item-791,
0,0.792469,0.814652,item-792,
0,0.792535,0.114866,item-793,
1,0.793094,0.466171,item-794,
0,0.793987,0.374501,item-795,
0,0.79415,0.155195,item-796,
0,0.796041,0.30824,item-797,
0,0.798065,0.726266,item-798,
0,0.798278,0.0272385,item-799,
0,0.799055,0.00870895,item-800,
