class,x,y,name,prediction,dist
0,0.00090003,0.602762,item-1,,0.48299380727431784
0,0.704152,0.0701993,item-694,,0.41075886214163415
0,0.70348,0.115474,item-693,,0.39157922790924443
1,0.616189,0.728199,item-618,,0.5466200635981083
1,0.384483,0.0646309,item-371,,0.19813711472111933
1,0.999938,0.711216,item-1000,,0.8021658415527302
0,0.0248984,0.437679,item-29,0.0,0.36175605593100996
1,0.0670819,0.169476,item-67,1.0,0.28530252286267993
0,0.100439,0.515192,item-104,0.0,0.3509346117797445
0,0.41177,0.00376618,item-401,0.0,0.26396441770025064
1,0.447704,0.056232,item-438,1.0,0.2288580037708972
0,0.476845,0.897766,item-468,0.0,0.655175441832949
1,0.616189,0.728199,item-618,1.0,0.5466200635981083
1,0.672285,0.290787,item-670,1.0,0.33544355792293884
1,0.698285,0.304603,item-688,1.0,0.36286242246890216
0,0.72069,0.320241,item-713,0.0,0.38731728910674773
1,0.804727,0.906934,item-808,1.0,0.7995639067548008
1,0.840027,0.449015,item-843,1.0,0.5368887724398788
0,0.882739,0.788989,item-881,0.0,0.7607972439277103
1,0.897224,0.998202,item-889,1.0,0.9279038762986176
0,0.953731,0.52881,item-955,0.0,0.6724434608210567
